id	name	host	link	time	yeild	photo	nutrients	instructions	number_ingredients
420	Soupe de petits pois au mascarpone et au bacon craquant	750g.com	https://www.750g.com/soupe-de-petits-pois-au-mascarpone-et-au-bacon-craquant-r12344.htm	30	6 servings	https://static.750g.com/images/600-600/24eafe3d59ecbe33057392636f89cb59/soupe-de-petits-pois-au-mascarpone-et-au-bacon-craquant.jpg	not_given	Step 1 :Chop the onion and brown it in a large saucepan.2nd step :Add the peas, the cube broth and the liter of water.Step 3:Cook for 10 minutes.Step 4:Mix in the blender then add the mascarpone.Step 5:Add salt and pepper.Step 6:Cut the bacon into small pieces and grill it in a pan.Step 7:To serve, put a little grilled bacon at the bottom of a mug and pour the soup.Step 8:Serve hot.	8
421	SOUPE DE VERMICELLES ET légumes MAISON	750g.com	https://www.750g.com/soupe-de-vermicelles-et-legumes-maison-r62531.htm	35	4 servings	https://static.750g.com/images/600-600/41f968159785f7354e6c5004695bd1fb/soupe-de-vermicelles-et-legumes-maison.png	not_given	Step 1 :Put 1 l of water in a saucepan.2nd step :Add the Knorr cube broth to this cooking water.Step 3:Cut the onion into small pieces and cook for about 20 min so that it permeates the cooking broth.Step 4:Add the peas, then the vermicelli and cook for another 10 min.Step 5:Salt, pepper at will according to your taste.Step 6:It_s ready, good appetite!	7
422	Soupe aux petits pois maison	750g.com	https://www.750g.com/soupe-aux-petits-pois-r21453.htm	30	4 servings	https://static.750g.com/images/600-600/6e1f5730c6a0c200d06f318df220175e/soupe-aux-petits-pois-maison.jpg	not_given	Step 1 :Peel the potatoes, wash them and cut them into pieces.Peel and chop the onion.Put all the ingredients in a large saucepan and cover with water. Cook over low heat for about 25 minutes and covered. Mix for a long time using a blender or a soup mixer.A spoonful of fresh cream that you mix directly in your bowl.	6
423	Soupe de petits pois, fromage de chèvre et méli-mélo gourmand	750g.com	https://www.750g.com/soupe-de-petits-pois-fromage-de-chevre-et-meli-melo-gourmand-r43695.htm	35	4 servings	https://static.750g.com/images/600-600/9d8f35fe457e92c9ff126e3a6cd71fdc/soupe-de-petits-pois-fromage-de-chevre-et-meli-melo-gourmand.png	not_given	Step 1 :Heat 1 liter of water, add the broth cube.When it is dissolved, add the peas and cook the whole for about 15 minutes.2nd step :Meanwhile, prepare the Gourmet Tipiak Meli-Mélo as indicated on the package and set aside.Step 3:When the peas are cooked, mix until a homogeneous preparation is obtained. Sale, pepper and mix.Step 4:Goat cheese on a plate with a fork.Chop the parsley leaves and mix them with cheese.Pour into the hot soup, stir.Step 5:Add the Gourmet Méli-Mélo when serving.	8
424	Extrait de petit pois glacé et sa croquette	750g.com	https://www.750g.com/extrait-de-petit-pois-glace-et-sa-croquette-r78087.htm	70.0	4 servings	https://static.750g.com/images/600-600/fc8c6e892637c0c8cb450237e009e11f/extrait-de-petit-pois-glace-et-sa-croquette.jpeg	not_given	Step 1 :Brown the onions in olive oil, when the onions are golden, add the peas stir over high heat for a few minutes, add the chicken broth and cook for 25 minutes.2nd step :Subsequently, pass everything in a Chinese then what remains in a cheese by pressing very hard to have the concentrate of the juice.When you have extracted as much juice as much as possible, you have a paste.Step 3:Simply make a croquette with breadcrumbs and before serving it in a little oil.Presentation in a coffee cup with the croquette on the side and a small pipette of olive oil	6
425	Soupe de fruits rouges	750g.com	https://www.750g.com/soupe-de-fruits-rouges-r68238.htm	20	6 servings	https://static.750g.com/images/600-600/6f0d4b0150d2728e4fc72d58884f8069/soupe-de-fruits-rouges.png	not_given	Step 1 :Wash the fruits and cut the strawberries into pieces.Divide the vanilla pod in half.2nd step :Pour the water into a saucepan _5 cl are if you use frozen fruits_ with sugar, vanilla pod, lemon juice and lemon thyme.Bring to a boil until the sugar is dissolved.Step 3:Add the fruits and simmer for 10 min or until they are tender.Let cool in the refrigerator or reserve warm to serve.Step 4:Divide the soup into shallow bowls and add a spoon of mascarpone.Finish with chopped mint.	7
426	Soupe pommes de terre, bacon	750g.com	https://www.750g.com/soupe-pommes-de-terre-bacon-r61532.htm	35	4 servings	https://static.750g.com/images/600-600/8dbc2d61d8c04bf420690618daf46572/soupe-pommes-de-terre-bacon.png	not_given	Step 1 :Put the potatoes peeled and cut in cube in the casserole dish.Do the same with other vegetables.2nd step :Cover with water and add the broth.Step 3:Cook 20 min by the pressure cooker and until tenderness in a classic Dutch oven.Step 4:Once cooked add all the pieces of bacon except two.Step 5:Mix everything, season and mix new ones.Step 6:For the remaining bacon slices, brown them in the pan.When serving place them on the soup.Step 7:You can taste with Gruyèrere or Cheddar;	7
427	Carpaccio d_ananas à la vanille bourbon	750g.com	https://www.750g.com/carpaccio-dananas-a-la-vanille-bourbon-r66857.htm	10	2 servings	https://static.750g.com/images/600-600/411ca927db5945f8660502e85f6a61a4/carpaccio-dananas-a-la-vanille-bourbon.png	not_given	"Step 1 :Peel and escape a pineapple ""Victoria"".Pass it in the freezer for a few minutes to facilitate the cutting.In a saucepan, boil a syrup: 10 cl of water with the sugar and a 1/2 split and scraped bourbon vanilla pod.2nd step :Using a well -sharpened mandolin or knife, detail the pineapple in very thin slices.Place the slices on a plate.Coat with the cooled syrup and spray Cointreau Cuisine according to tastes.Possibly accompany with a citrus sorbet or a vanilla ice cream."	3
428	Aspic de pommes	750g.com	https://www.750g.com/aspic-de-pommes-r68018.htm	210.0	6 servings	https://static.750g.com/images/600-600/0064f7cc81b4e3f762aa18391571ec7d/aspic-de-pommes.png	not_given	Step 1 :Peel the apples, cut them into thin strips.Put them in a saucepan with sugar, vanilla and lemon juice.2nd step :Place the pan over low heat and cover it.Cook for 2 hours 1/2 without stirring but shake the pan so that the apples do not attach.Then cook for 1/2 hour while turning so that the device is homogeneous.Step 3:Remove from heat, add the butter by small piece and go to the fine sieve.Pour into an oiled Savarin mold.Leave to cool at least 5 hours, at best one night.	6
429	Aspic aux 2 pomélos	750g.com	https://www.750g.com/aspic-aux-2-pomelos-r70238.htm	16	5 servings	https://static.750g.com/images/600-600/906fd182e81c6dc67bcdb97f210eba3e/aspic-aux-2-pomelos.png	not_given	Step 1 :Prepare all citrus fruits.Peel them alive using a sharp knife then lift the supremes and cut them into small pieces.Then place them in each verrine and set aside.2nd step :Heat the oranges juice with the agar-agar and simmer for 1 min.Out of the game add the Truvia, the grains of the vanilla pod and mix.Step 3:Fill the frosts with jelly then place them in the refrigerator for 1 hour.	6
430	Coupe de fruits et crème onctueuse	750g.com	https://www.750g.com/coupe-de-fruits-et-creme-onctueuse-r60989.htm	5	4 servings	https://static.750g.com/images/600-600/a1b813847a7ed6e10a86c7e2e709550b/coupe-de-fruits-et-creme-onctueuse.png	not_given	Step 1 :Gently mix mascaporn and whipped cream _there is enough whipped cream when the mixture becomes creamy_.2nd step :Add the honey.Step 3:Make verrines by lining with crumbled cookies then fruit.Step 4:Add the cream and finish with a fruit to decorate.	5
431	Whoopie pie au chocolat et chantilly au miel	750g.com	https://www.750g.com/whoopie-pie-au-chocolat-et-chantilly-au-miel-r60868.htm	30	4 servings	https://static.750g.com/images/600-600/132f4e95036a43aa341cc342af58d97f/whoopie-pie-au-chocolat-et-chantilly-au-miel.png	not_given	Step 1 :Prepare the whipped cream: in a saucepan, put the cream with the honey over low heat. Melt the honey. If you have a siphon, put the cream thus prepared in the siphon with a gas cartridge, taking care to shake well. Relax for 3 hours. If you don_t have a siphon, you can go up your whipped cream in the robot or by hand _in a very cold bowl_. 2nd step :Prepare the cookies: in a bowl, mix the flour with the yeast, the two cocoa, and the sugar. Add the egg to the center. Step 3:Melt in microwave, butter with chocolate. Add them to the flour mixture, on the egg and stir with a wooden spoon. Put your preparation in a pastry bag. Step 4:Dress your cookies on a baking sheet covered with parchment paper. Step 5:Put in the oven preheated to 180 ° C for 10 minutes, before cooking. Then assemble your cookies by putting between two, from the whipped cream to honey ...	10
432	Gâteau au chocolat, chantilly au chocolat et passion	750g.com	https://www.750g.com/gateau-au-chocolat-chantilly-au-chocolat-et-passion-r31710.htm	50	8 servings	https://static.750g.com/images/600-600/abc877cefc2e6a9000a89de4f47321ed/gateau-au-chocolat-chantilly-au-chocolat-et-passion.png	not_given	Step 1 :Start by preparing the chocolate bottom, beat the eggs and sugars together until you get a homogeneous and frothy mixture. Add the flour and cocoa and beat again. Finish by adding the butter and beating one last time. Then add the grated chocolate and mix everything with a spatula. 2nd step :Spread the dough on a mold of about 22x30cm covered with parchment paper. Bake in an oven preheated to 180 ° for 30 minutes. Step 3:While the cake prepare the syrup and the cream. Commit to the syrup. Empty passion fruit in a colander placed on a small saucepan. Stir the seeds with the back of a spoon or with a pestle, so as to drop the pan as much juice as possible. Add the sugar, bring to a boil over fairly high heat, then let bloblot over low heat until you get the consistency of a light syrup. Reserve. Step 4:Then prepare the chocolate whipped cream. Beat the cream and sugar until you get a fairly firm whipped cream. Take 2 tbsp and mix it with the mascarpone in a bowl, beating strongly. Pour this mixture into the mixer, mix quickly, then beat until they find the smoothness of a cream. Step 5:Pour the cocoa powder then stir very quickly, it should not be obtained a homogeneous mixture and on the contrary leave the marbled side. When the chocolate cake is cooked let it cool, then spread the cream and pour the passion syrup. You can also sprinkle with a little grated chocolate.	13
433	4 feuilletés de crêpes à la chantilly et au chocolat	750g.com	https://www.750g.com/4-feuilletes-de-crepes-a-la-chantilly-et-au-chocolat-r66088.htm	27	4 servings	https://static.750g.com/images/600-600/2f4a29536c4f00aededeb5b638462a99/4-feuilletes-de-crepes-a-la-chantilly-et-au-chocolat.png	not_given	Step 1 :Preparation of the grated chocolate whipped cream It is imperative that the cream is very cold as well as the container in which you will mount it. So work in the refrigerator if possible 2 hours before working. 2nd step :With a grater, finely crumble the dark chocolate. Step 3:Whisk the crème fraîche in the cooled container for 1 minute then add the sauch of Chantifix Mix with a 50g of powdered sugar. Go gently with an electric whisk until the cream increases in volume and is significantly lighter. Then switch the grated chocolate in the rain in the cream and 1 tbsp cocoa. Incorporate them by whisking without suddenly. Step 4:Preparation of the pancake dough. In a bowl, mix the flour and the cornstarch. Add the eggs, the pinch of salt, the sugar, the milk and finish with the cream. Step 5:In a very hot non-stick skillet, add an ladle of pancake dough. Cook for 2 minutes, turn over and finish cooking. Step 6:After cooking pancakes, cut using a cookie cutter or a bowl to form 16 beautiful round shapes. Step 7:Mounting the pancakes like a mille-feuilles _4 pancakes per mille-feuilles therefore 4 thousand leaves_. Spread the chocolate whipped cream on each pancake. Decorate the last pancake of a small Chantilly dome. Very fresh.	12
434	Poires en crumble de noisettes et chantilly au cacao	750g.com	https://www.750g.com/poires-en-crumble-de-noisettes-et-chantilly-au-cacao-r79983.htm	45	12 servings	https://static.750g.com/images/600-600/29a76042be1227e55d1980baee67dbe9/poires-en-crumble-de-noisettes-et-chantilly-au-cacao.jpeg	not_given	Step 1 :Peel the pears, remove their hearts and cut the flesh into small dice.Mix 40 g of ointment butter with sugar, flour and hazelnut powder until you get a more at least thick mixture.2nd step :Spread it on a plate and bake for about 10 min at 180 ° C _TH, 6_ until a slight coloring is obtained.Step 3:Go up the very cold whipped cream and add the icing sugar.Place it in a pastry bag and keep cool.Melt a knob of butter in a pan and add the diced pears and brown sugar.Step 4:Let roast for about 5 min.Garnish the spoons, add the crumble device over it, a little whipped cream and sprinkle it with cocoa.	8
435	Moelleux au chocolat et fruit de la passion	750g.com	https://www.750g.com/moelleux-au-chocolat-et-fruit-de-la-passion-r30000.htm	25	6 servings	https://static.750g.com/images/600-600/1bee00e5acfc076f30d3ed7a41de6d29/moelleux-au-chocolat-et-fruit-de-la-passion.jpg	not_given	Step 1 :Cut the passion fruits in half, remove the seeds and the pulp that is inside and reserve them.Melt the chocolate and butter together.Meanwhile, beat the eggs with the sugar until the mixture whitens and double volume then add the melted chocolate.Add the flour, yeast and seeds and passion fruit pulp.Mix everything well and then pour this preparation into 6 small molds and bake 15 minutes at 200 ° C.	7
436	Macarons chocolat au lait et fruits de la passion	750g.com	https://www.750g.com/macarons-chocolat-au-lait-et-fruits-de-la-passion-r69743.htm	57	25 servings	https://static.750g.com/images/600-600/fef25d9abc35962e9d027a67edc6f3e0/macarons-chocolat-au-lait-et-fruits-de-la-passion.png	not_given	Step 1: Preparation of macaroonsSeparate the egg whites 3 days before the realization of the recipe. Mount the egg whites using an electric whisk starting with the smallest speed. Then add a third of the sugar, increase the speed, add another third then then put at maximum speed and pour the rest of the powdered sugar _it is very important to incorporate the sugar in 3 times!_. The whites must be very firm. Add the food coloring. 2nd step :Mix the almond powder and icing sugar together. Add the powders gradually to the mounted egg whites. Mix using a wooden or silicone spatula starting from the center of the bowl to the outside, going up: it is the macaronnage. The mixture must be shiny and form a ribbon when it falls. Step 3:Fill a pastry bag or a pastry syringe from the preparation. On a baking sheet covered with parchment paper, laying small circles in staggered. Slightly sprinkle the cocoa macaroons in powder. Let the macaroons grow _rest_ for about thirty minutes or even 1 hour at room temperature _be careful not to put them in a place too wet!_. Macaroons should no longer stick to the fingers when touched at the end of the crusting period. Step 4:Put an empty baking sheet in the oven and preheat it to 145 ° C. Bake for 10 to 13 min depending on the size of the macaroons. Place the macaroons plate on the hot hob _this technique allows macaroons to form a collar_. When the collar begins to form, open the oven door slightly so that the steam can escape. At the exit of the oven, let the macaroons cool before taking them off. Step 5: Preparation of the GanacheMelt the chocolate in a double boiler. When the chocolate is half melted, heat the passion fruit jam with low heat with water while mixing. Pour half the coulis over the melted chocolate, add the butter cut into small pieces and then pour the rest of the passion fruit coulis. Mix well until you get a smooth ganache. Remove the ganache from the bain-marie and pour it into a glass box covered with a plastic film. Place in the refrigerator so that the ganache becomes creamy. Step 6:Using a pastry bag or a baking syringe garnish the macaroon shells of this ganache. Put the macaroons in the refrigerator for 24 hours to 48 hours.	10
437	Macarons Chocolat et fruit de la Passion	750g.com	https://www.750g.com/macarons-chocolat-et-fruit-de-la-passion-r67503.htm	72.0	8 servings	https://static.750g.com/images/600-600/7941790ea66db343751fb591c7a0250d/macarons-chocolat-et-fruit-de-la-passion.png	not_given	Step 1 :Macaroon shells _about 25 to 30 small macaroons _50 to 60 shells__ powders: 200 g of powder almonds and 200 g of icing sugar. Go to the robot and sift. And add 70 g of egg whites _about 2 whites_, mix well. Italian meringue: 70 g of egg whites _about 2 whites_ and 150 g of caster sugar + 40 g of water. Go up the egg whites. Greeting that the whites go up, make the sugar syrup, in a saucepan put the sugar with the water and wait for the temperature to be 118 ° C. Once the syrup at the right temperature, incorporate it into the white, in a net against the part of the container. Continue to whisk until the meringue cooling and until the formation of a bird_s beak. _Incorporate the dye into the meringue as a function of the desired color_ Add the meringue to the powders and mix well without crushing the whites, the mixture is good when it forms a ribbon. Make small heaps with a pastry bag on a baking sheet, covered with parchment paper and let it grow at least 45 min. Preheat the oven 160 ° C _150 ° C for me because my oven heats up super hard_ Cook 10 to 12 min. At the exit of the oven, let cool the sections in the face before taking them off. 2nd step :Chocolate ganache and passion fruit: cut passion fruit in 2 and remove all the pulp. Place it in a blender _seeds included_ and mix well. Reserve. Heat the cream and chocolate in the microwave _about 1m30 _mix every 30 seconds__. Add the butter _in small cubes_ and smooth. Mix the chocolate and the passion fruit pulp. To book. Step 3:When the macaroons shells are ready, put the ganache in a pastry bag and place the ganache on a shell and close the macaroon with a 2nd shell. Lay resting the macaroons at least 24 hours so that the ganache permeates the shells and May the macaroon become soft.	12
438	Macarons chocolat au lait fruit de la passion	750g.com	https://www.750g.com/macarons-chocolat-au-lait-fruit-de-la-passion-r82082.htm	105.0	0 servings	https://static.750g.com/images/600-600/cea3e8b9be005aca6faf3d4b7ab0fd17/macarons-chocolat-au-lait-fruit-de-la-passion.jpeg	not_given	Step 1 :Macaronspring the macaroon shells by following the recipe _Twix macaroon recipe_.2nd step :Ganache melts on very low fire or in a bain marie the chocolate with pastry milk.Add the passion fruit pulp.Mix well.Go to the fine colander in order to remove the seeds from the passion fruit.Let this ganache cool in the fridge.Step 3:Dressage Put a ganache hazelnut with a pastry bag on each shell weld the shells, pressing gently on it let it take in the fridge: the more good we wait, the more good!	10
439	Macaron chocolat au lait- fruits de la passion	750g.com	https://www.750g.com/macaron-chocolat-au-lait-fruits-de-la-passion-r28549.htm	75.0	0 servings	https://static.750g.com/images/600-600/48978a1c335ea043e078da8048b13a76/macaron-chocolat-au-lait-fruits-de-la-passion.jpeg	not_given	Step 1 :Milk chocolate ganache - Passionfaire melt chocolate in a double boiler.Then gradually add the passion pulp.And finally, incorporate the ointment butter.Take in the fridge. Coques macaroons: mount the egg whites and twice incorporate the caster sugar.Gently incorporate icing sugar and almond powder into mounted whites.Place the macaroons on the plate using the pastry bag and let it grow 1 hour.Bake for 15 min at 150 ° C.	7
440	Macarons passion-chocolat	750g.com	https://www.750g.com/macarons-passion-chocolat-r79322.htm	36	0 servings	https://static.750g.com/images/600-600/4f679fd028cc788705a3bc00981e1397/macarons-passion-chocolat.jpeg	not_given	"Step 1 :For the ganachecouper the fruit of passion in half, recover the juice, the grains and pass everything to the sieve to recover only the juice. Boil the juice in a small saucepan. Chop the chocolate and melt it in a double boiler. When the chocolate is half melted, gradually pour the passion fruit juice and mix gently with a spatula so as not to incorporate air. Clear in a chicken ass and let the ganache cool up to 60 ° C before gradually incorporating the butter and mixing until the ganache is smooth and shiny. Film in contact and place in the refrigerator, mixing from time to time, until the ganache is creamy. 2nd step :To shells the almond powder and icing sugar then sift. Boil the water with the sugar up to 117 ° C, pass a damp brush on the walls of the pan from time to time to prevent the syrup from crystallizing. At 110 ° C Start to raise 90g of egg whites. As soon as the 117 ° C syrup, leave the syrup ""begin"" and pour it in a net into the whites without ceasing to whip. Let the meringue cool always by whisking and add the dyes. Then mix the 90g of raw egg whites remaining in 3 times using a spatula with a mixture of icing sugar and almond powder until you obtain an almond paste texture. Incorporate the meringue in 3 times to the previous mixture and then macaron _ie, mix vigorously by lifting the dough with a spatula_ until it makes a ribbon. Garnish a 8mm smooth piping bag and on a baking sheet covered with parchment paper, poach the macaroons in the Spackers enough not to touch the cooking. Sprinkle with cocoa powder. Preheat the oven to 140 ° C and bake for 16 minutes. Step 3:To mount Ganache a 6mm smooth pastry bag and poach a good ganache hazelnut in the center of the macaroons, then place a second macaroon shell, pressing very slightly and making a circular movement. Reserve in the refrigerator until tasting."	11
441	Petits moelleux aux fruits de la passion	750g.com	https://www.750g.com/petits-moelleux-aux-fruits-de-la-passion-r77204.htm	22	8 servings	https://static.750g.com/images/600-600/ec5c2a9c4ea99304a6727181302d718c/petits-moelleux-aux-fruits-de-la-passion.jpeg	not_given	Step 1 :Heat water in a saucepan.Place a bowl in which you will have put the whole eggs and sugar.Whisk in a bain marie until the mixture adheres with a whisk.2nd step :In another bowl, mix the flour and almonds powder.Gently incorporate this mixture into the preparation.Step 3:Cut the fruit of passion.Recover the flesh and the seeds.Incorporate them into the preparation as well as the cooled melted butter.Mix everything.Step 4:Pour this preparation into small silicone molds, cook for 15 min in an oven preheated Th.6 _180 °_	7
442	Fondants au chocolat cœur fruit de la passion	750g.com	https://www.750g.com/fondants-au-chocolat-coeur-fruit-de-la-passion-r75004.htm	25	2 servings	https://static.750g.com/images/600-600/9d9e57c3bef1f31af134d99fe7d5dee2/fondants-au-chocolat-coeur-fruit-de-la-passion.jpeg	not_given	Step 1 :Lightly butter the ramekins, or line with pastry circles with parchment paper.Preheat the oven to 240 °.2nd step :Melt the chocolate and butter in a bain -marie.In a bowl, mix 10g of sugar and the eggs until the mixture whitens.Incorporate chocolate+ and butter.Add the flour.Step 3:Cut the passion fruit in half, recover the flesh and the seeds.Gradually dilute the cornstarch with this juice, add 20g of sugar and mix.Port this mixture on the fire and thicken by constantly mixing.When the mixture reached boiling, reserve it off the heat.Step 4:Half -fill the molds with the chocolate dough, place a teaspoon of passion cream in the center of each cake.Cover with dough.Put in the oven 8 to 10 minutes depending on the size of the ramekins.Before serving, sprinkle with bitter Caco.	7
443	Coulant au chocolat et sa chantilly passion	750g.com	https://www.750g.com/coulant-au-chocolat-et-sa-chantilly-passion-r78951.htm	15	6 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :For whipped cream recover the juice from passion fruit, especially do not forget any seeds because they could plug the siphon.Mix it with the cream and add the sugar.Pour into the siphon.Add a gas cartridge, head upside down and always shake upside down.Store a minimum of 2 hours in the fridge, siphon in the horizontal position.Shake before serving.Sprinkle with some crushed speculoos.2nd step : For the flow preheat the oven to 210 ° C.Melt the chocolate gently with the butter in a double boiler.In a bowl, mix the flour and cocoa.Add the melted chocolate sugar and then the eggs and whisk vigorously.Add the flour and cocoa mixture and mix until the dough is homogeneous.Fill the casseroles.Bake for 5 min _maybe a little more for medium -sized casseroles_.Let cool a little before serving.	10
444	Crumble ananas-passion	750g.com	https://www.750g.com/crumble-ananas-passion-r74236.htm	35	4 servings	https://static.750g.com/images/600-600/00b15844d8f196b3ae870c574125f509/crumble-ananas-passion.jpeg	not_given	Step 1 :Preheat the oven to 160 ° C.2nd step :Crumble Russian Delacre® cigarettes.Mix them with flour and eighty.Step 3:Cut the butter into small dice and then work with your fingertips with the previous mixture.Step 4:Spread the crumble crumbs on the baking sheet previously garnished with parchment paper.Bake and cook for 15 minutes.Stir from time to time using a spatula and let cool completely.Step 5:Peel the pineapple and cut it into small pieces after removing the heart.Step 6:In a skillet, heat the sugar with the pineapple pieces, without making them color.Then add the passion fruit pulp.Step 7:Divide the fruits in 4 large ramekins.Sprinkle with crumble and serve immediately.	7
445	Bavarois Mangue Dacquoise Noix Coco Insert Ananas	750g.com	https://www.750g.com/bavarois-mangue-dacquoise-noix-coco-insert-ananas-r101000.htm	60	8 servings	https://static.750g.com/images/600-600/73a78ed4962b45da6fdefe931ae81e3d/bavarois-mangue-dacquoise-noix-coco-insert-ananas.jpg	not_given	Step 1 :Pineapple insert. : Soften the gelatin leaves in cold water. In a saucepan heat the pineapple with the juice and sugar. Finely mixed if necessary to go to Chinese. Add the gelatin previously softened. Pour into a circle of a size slightly lower than that of the mold you use to make this dessert. Leave to cold at least two hours _ideal to do the day before_ Step 2:Dacquoise coconut nut: Preheat the oven th.5/6 to 170 °, prepare a baking sheet with parchment paper. Mount the firm egg whites while adding the icing sugar when the whites start to take, using a spatula, incorporate the flour and the coconut mix, mix gently. Pour your preparation on the plate and spread it for about 1 cm thick. Bake for about 10 to 15 minutes. _Monitor according to your oven_ Once the cooking is finished, remove the baking sheet and slide your sulfurized sheet with the coconut dacquoise on the work surface to stop cooking and let cool. _It will shrink slightly_ Once your dacquoise cookie is cold, using a winning cut your cookie circles and set aside. Step 3:Bavarian: soften the gelatin leaves in cold water. Mix the mango. Heat the mango and sugar 5min. Then add the gelatin one by one whisking. Let cool. Mount the cream in whipped cream. Put a C to whit in the mango and whisk very hard, then add the rest gently to the spatula. Place the foam on the dacquoise in the middle Place the pineapple insert then finish with the foam, leaving 0.5 cm to be able to sink the mirror. Reserve cool 2 hours _more if possible_. Step 4:Mirror: soften the gelatin leaves in cold water. Mix the mango with sugar and water. To heat. Add the gelatin leaves one by one whisking. Pour the mirror on the bavarian foam already taken. Smooth and reserve at the minimum 1 hour cool _more if possible_ once taken to disappoint and serve.	15
446	Crème brûlée au lait de coco et fruit de la passion	750g.com	https://www.750g.com/creme-brulee-au-lait-de-coco-et-fruit-de-la-passion-r57707.htm	90.0	4 servings	https://static.750g.com/images/600-600/de2414267fc1d61a061fe48a98ac15d1/creme-brulee-au-lait-de-coco-et-fruit-de-la-passion.png	not_given	Step 1 :Cut the passion fruit in 2. Recipe the seeds and the pulp with a small spoon. 2nd step :Heat the coconut milk with the seeds and the pulp in a saucepan. Then let stand for a few minutes off the heat. Step 3:Meanwhile, separate the whites from the yolks. Beat with electric whisk the egg yolks with the sugar until the mixture whitens. Step 4:Then add the coconut milk by filtering it so that the pulp and the passion fruit seeds are not incorporated. Make up again to incorporate the coconut milk. Step 5:Let stand for 2 hours in the refrigerator. Prick up your oven to 95 ° C _Th.3_. Step 6:Cut the 2 fruit of the remaining passion in 2 and place each half in the ramekins. Step 7:Then distribute your cream in the ramekins. Enfour for 1h15. Step 8:Leave to cool and keep cool. At the time of serving, sprinkle with brown sugar and caramelize your cream using a kitchen torch.	5
447	Quenelles de chocolat blanc tropical sur soupe de fraises	750g.com	https://www.750g.com/quenelles-de-chocolat-blanc-tropical-sur-soupe-de-fraises-r86781.htm	30	4 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Split the vanilla pod in half and scrape the interior.2nd step :In a saucepan, put the vanilla pod, its seeds, passion fruit juice and coconut milk.Step 3:Bring to a boil and let infuse for about 30 minutes.Step 4:Slightly heat the mixture and pour it over the chopped white chocolate without forgetting to remove the vanilla pod.Step 5:Mix well.Step 6:Leave in the fridge for about 4 hours.Step 7:When serving, pour the Andros strawberry soup into ramekins as well as white chocolate in the form of dumplings.Step 8:You can add strawberries and vanilla pods for decoration.	5
448	Trifle aux fruits de la passion	750g.com	https://www.750g.com/trifle-aux-fruits-de-la-passion-r89727.htm	20	4 servings	https://static.750g.com/images/600-600/default/placeholder-img-default-mint.png	not_given	Step 1 :Separate the yellows from the whites.In a bowl, whiten the yolks with the sugar and 1 case of grenadine syrup.Incorporate the mascarpone and whip very hard to obtain a homogeneous mixture.2nd step :Mount the egg whites and incorporate them into the previous mixture.Step 3:Crumble a cookie in each verrine, sprinkle with 1 tsp of grenadine syrup and pour half the mascarpone cream.Step 4:Distribute the fruits of the passions cut into pieces in each verrine and cover with the rest of the cream.Step 5:Leave to take 2 hours in the refrigerator.Step 6:When serving crumble a cookie in each verrine then add a few crushed pistachios.	6
449	Crèmes brulées à la noix de coco	750g.com	https://www.750g.com/cremes-brulees-a-la-noix-de-coco-r55371.htm	40	4 servings	https://static.750g.com/images/600-600/4cd42b0c0ccf50c87dee5601c7cf8283/cremes-brulees-a-la-noix-de-coco.png	not_given	Step 1 :Preheat the oven to 150 ° C.2nd step :Separate the whites from the eggs from the yolks.Whisk the sugar with the yolks until they whiten.Step 3:Add the liquid cream and coconut milk.Whisk.Step 4:Pour the preparation into the molds and cook in a bain -marie for 30 min _I use my baking sheet for the oven fries to make my marie bain_.Step 5:Before serving, sprinkle with brown sugar and caramelize with a blowtorch.If you don_t have a blowtorch, go to the grill for 5 minutes.	5
450	Crème brûlée à la nectarine et caramélisée à la noix de coco	750g.com	https://www.750g.com/creme-brulee-a-la-nectarine-et-caramelisee-a-la-noix-de-coco-r56578.htm	40	4 servings	https://static.750g.com/images/600-600/87db4ed6737d6b59ab0b4b3012b44cfd/creme-brulee-a-la-nectarine-et-caramelisee-a-la-noix-de-coco.png	not_given	Step 1 :Boil in a saucepan the 15 cl of milk, 15 cl of liquid cream and the pieces of nectarines.2nd step :While the milk and the cream are on the fire, in a bowl put 4 egg yolks and the 30g of sugar, whisk the mixture.Step 3:Then mix the milk the cream with the pieces of nectarine.Step 4:Once mix, pour it little by little into the sugar egg mixture while continuing to whip.Step 5:Now pour the preparation into four small molds, then cook them in a double boiler, that is to say put water in the dripping lick and put the molds.Step 6:Cook for 20 to 25 min step 7:Once cooked in the fridge at least 1 hour, just before serving them put on the grated coconut and a little powdered sugar above and pass them to the oven for 5 min to caramelize the top of the cream.	6
