id	name	host	link	time	yeild	photo	nutrients	instructions	number_ingredients
322	Dacquoise aux noisettes croquantes, ganache chocolat et griottines	750g.com	https://www.750g.com/dacquoise-aux-noisettes-croquantes-ganache-chocolat-et-griottines-r35921.htm	45	8 servings	https://static.750g.com/images/600-600/20631ef71118a92e55f15044aa55aec9/dacquoise-aux-noisettes-croquantes-ganache-chocolat-et-griottines.png	not_given	Step 1 :Prepare the dacquoise: beat the egg whites with a pinch of salt. Add 2 tbsp of powdered sugar when the whites start to take, to tighten them. 2nd step :In a bowl, sift almond, hazelnut, icing sugar and flour.Gently incorporate the egg whites into sieved powders. Step 4:Pour the preparation on a sheet covered with parchment paper. Extend the dough in a uniform rectangle. Record crushed hazelnuts on the dough. Step 5:Cook at 180 ° _preheated oven_ for 12-15 min. The cookie must remain soft and should not color too much. Gently take off the cookie and set aside. Step 6:Prepare the ganache: heat the cream. When it is boiling, add out of the heat the chocolate cut into small pieces. Under the point of obtaining a smooth and homogeneous texture. Add 5-6 cases of griots juice. Stir well. Step 7:Prepare the whipped cream: with a siphon or whisk, adding 2 tsp powdered sugar with whipping cream. Step 8:Dressing: cut out of dacquoise circles using a cookie cutter. Sur each circle, place a layer of ganache, then two griots cut in half _i.e. 4 half griots_. Add a whipped cloud. Discount a veil of bitter cocoa. Terminate by a cherry	16
323	Mousse de noisettes et mirabelles pochées au sirop d_érable sur sablé à la vanille	750g.com	https://www.750g.com/mousse-de-noisettes-et-mirabelles-pochees-au-sirop-derable-sur-sable-a-la-vanille-r18983.htm	45	4 servings	https://static.750g.com/images/600-600/27fa861e6f8598018a525c6dbad6e370/mousse-de-noisettes-et-mirabelles-pochees-au-sirop-d-erable-sur-sable-a-la-vanille.jpg	not_given	Step 1 :Mix the sugar with the butter until the foam preparation. Add the crème fraîche, scrape the 1/3 of the pod and add seeds. Finish with flour. Well homogeneïser and form a ball, wrap it in film paper and put in the refrigerator for 15 minutes. Cut the mirabellers in 2. Put a little maple syrup in the bottom of a saucepan, pocket them over very low heat. Check the cooking using a knife tip. Reserve. Price the oven to 180 ° C. Fill 4 circles _approximately 7cm in diameter_ with the shortbread dough. Spread the dough using a teaspoon because it remains relatively soft. Cook for about 15 minutes. Do not unmold the shortbread and place them with the circle in a dessert plate. Make 20cl of the whipped cream, keep cool. Bring to a boil for a few minutes, in a small saucepan, the rest of the cream, the sugar, the hazelnut powder and the agar agar. Mix well. When this preparation is lukewarm, incorporate the whipped cream. Mount it is a few mirabelles on the shortbread to cover it. Pour the hazelnut foam and smooth. Decorate with crushed chocolate gavottes and a hazelnut. Remove at least 2 hours in the fridge before serving. Stay off by taking off the outline with a knife tip when serving.	12
324	Tatin de pommes fondantes au caramel d_érable	750g.com	https://www.750g.com/tatin-de-pommes-fondantes-au-caramel-derable-r14388.htm	20	4 servings	https://static.750g.com/images/600-600/f770de9501410a3072a2d7c1285c5202/tatin-de-pommes-fondantes-au-caramel-d-erable.jpg	not_given	Step 1 :Peel the apples;Empty them and then cut them in 2, then in 4.Fire heat a pan, then cook the potatoes on each side so that they are slightly crisp on the outside, but melting inside _check with a knife_;Remove them. In the cooking juices, add maple syrup _quantity depending on the tastes_ and a little sugar to obtain a very light caramel. Take the apple cuison in the caramel.vanilla ice cream and caramel.	4
325	Pancakes au sirop d_érable canadiens	750g.com	https://www.750g.com/pancakes-au-sirop-derable-r50293.htm	11	6 servings	https://static.750g.com/images/600-600/24f77d7602352d5f518e43ed056b7b50/pancakes-au-sirop-d-erable-canadiens.png	not_given	Step 1 :Pour the flour, yeast, sugar and salt into a dish.2nd step :Dig a well in the center of the flour and place the milk and the eggs.Just mix time to bind then, turning, add the melted butter let the dough rest 20 mins!Step 3:Over moderate fire, heat 2 tbsp of oil in a small blinis pan.Step 4:Pour 1/2 ladle of preparation.Cook for 2 to 3 minutes, while a few bubbles are formed on the surface of the pancake.Turn it over with a spatula and cook it on the other side until you get a beautiful golden color.Reserve on a dish and taste hot with melted butter or maple syrup Step 5:Delicious for a snack of children! Good appetite!	7
326	Macarons au chocolat & à l_érable	750g.com	https://www.750g.com/macarons-au-chocolat-a-lerable-r30103.htm	25	12 servings	https://static.750g.com/images/600-600/24d9f398955463de30521f5583f6e624/macarons-au-chocolat-and-a-l-erable.jpg	not_given	Step 1 :Cocks1_ Mix and/or sift the almonds powder, icing sugar and cocoa. The powder obtained must be very fine. 2_ Mount the egg whites by tightening them with the caster sugar. 3_ gradually incorporate the powders into the egg whites. Gently mix using a maryse.4_ Place in the 10mm pastry bag on a baking sheet covered with baking paper. Sprinkle the maple flakes shells and let crust 2 hours _the shells must be dry when you touch them_ .5_ Cook 10 to 12 minutes at 160 ° C.  Chocolate and maple syrup Ganache Heat the cream, pour it over the chocolate cut into small pieces and let melt 5 minutes. Smooth the mixture then incorporate the maple syrup and the maple flakes. Mix and keep cool.  Mounting the two -to -two macaroon shells with the chocolate and maple syrup ganache. Take 24 hours to 48 hours before tasting, it will be much better.	10
327	Galette à l_Erable	750g.com	https://www.750g.com/galette-a-lerable-r21719.htm	40	8 servings	https://static.750g.com/images/600-600/2d7b46b32afb1555513cd144522d7715/galette-a-l-erable.jpg	not_given	"Step 1 :Prepare the almond cream by beating the ointment butter and icing sugar. Add the almond powder, rum, cream and egg and a half _keep the other half for gilding_. Whisk well to lighten the whole. Unroll the puff pastry _I bought a batch of pasta with bean and crown and I was very disappointed with the quality because it did not leaf through, nothing beats the homemade dough but it is still necessary to have time to prepare it_. Mix the remaining half-egg with a little water and brush around the dough and then garnish with almond cream. Place the ""beans"" cranberries _as we are six at home, so there will be six happy ..._. Place the second roll of puff pastry on the cream and press the tower slightly to weld the edges. Brown with the rest of the egg then reserve in the fridge for at least 15 minutes. Brown again then make a drawing on the top using an office knife, without drilling the dough. Prick the center and three or four stabs around the edge. Cook for about 20 minutes in the oven preheated to 200 ° C. As soon as the oven is released, brush the top of the pancake with the maple syrup and let cool or taste hot!"	10
328	Sablés aux abricots et aux pistaches	750g.com	https://www.750g.com/sables-aux-abricots-et-aux-pistaches-r18118.htm	60.0	4 servings	https://static.750g.com/images/600-600/4103f6e7aee5845d1d9961b81a935e8a/sables-aux-abricots-et-aux-pistaches.jpg	not_given	Step 1 :Mix the sugar well with the softened butter then add the crème fraîche and finally the flour. Reserve under film in the refrigerator. Meanwhile put the apricots for 30 seconds in boiling water, then in ice water and peel them. Put a maple of maple syrup in a saucepan and cook the half apricot until they are tender but not puree _turn them over regularly and test with the tip of a knife_, reserve and keep the juice cooking. Print the oven to 180 ° C. 2nd step :For the cream: take 5 apricots, put them in the cooking juices as well as the crushed pistachios, cook until a puree and mix. Let cool. Put shortened dough in small circles _8-10cm_ on 1cm high and cook for about 20 minutes, they must be golden. For the assembly, place on each cookie previously cooled 4 half apricot and a few pieces From pistachio, then place the cream with a decoration socket either on or on the plate.	7
329	Mousse bleue aux bonbons schtroumpf	750g.com	https://www.750g.com/mousse-bleue-aux-bonbons-schtroumpf-r48172.htm	25	4 servings	https://static.750g.com/images/600-600/80dfdbef577323d9cc2b57db8c8588b0/mousse-bleue-aux-bonbons-schtroumpf.jpg	not_given	Step 1 :Melt the Smurf candies in the whole cream.Mix well and smooth the mixture.Pour into a bowl, let cool and put at least an hour in the fridge at least.2nd step :Take the cream out of the fridge, make it go up whipped cream.To book.Step 3:Beating egg whites.Incorporate them into the Smurf cream mixture.Put in verrines or cuts, decorate and leave at least half an hour in the fridge before tasting.Step 4:Depending on the tastes you can add an additional egg white to ventilate the foam a little more.You can also put a few smurf more to melt in the cream to have more consistency.Step 5:If you find the color too pale, you can add blue liquid coloring in the cream cold.The color will surprise and amuse your guests.	3
330	Mousse au chocolat par Morgane	750g.com	https://www.750g.com/mousse-au-chocolat-par-morgane-r49708.htm	15	4 servings	https://static.750g.com/images/600-600/2cbf9e4ce4fd767c28b8ad8ad1489373/mousse-au-chocolat-par-morgane.png	not_given	Step 1 :Separate the whites from the yolks, beat the whites in very firm snow and set aside in the fridge. Melt the chocolate in a bain marie and add the bridelice light fluid cream as well as a few dice of butter.2nd step :The very smooth preparation, add the 6 egg yolks off heat. Add the whites. Make up again and pour into the ramekins. You just have to taste! Good appetite ... Step 3:Finally to finish the inimitable chocolate mousse which will delight young and old. Attention not to forget to always start the preparation of a meal with dessert so that it can be reserved for the meal.	4
331	Mousse bavaroise aux pêches	750g.com	https://www.750g.com/mousse-bavaroise-aux-peches-r53423.htm	30	4 servings	https://static.750g.com/images/600-600/9f406484713ecc090a121819410697c8/adobestock-60412331.jpeg	not_given	Step 1 :Dip the gelatin leaves in cold water.Peel, cut and mix the peaches.2nd step :Heat _not boil_ a little peach pulp. Make the gelatin sheets previously pressed in order to mix them then with the rest of the pulp of peaches.Step 3:Whisk the liquid cream in whipped cream.Incorporate 3 or 4 tablespoons of icing sugar.Step 4:Gently incorporate with a maryse the whipped cream into the peach pulp.Taste and sweeten with icing sugar _depending on the tastes_.	4
332	Mousse au carambar	750g.com	https://www.750g.com/mousse-au-carambar-r84217.htm	60.0	6 servings	https://static.750g.com/images/600-600/5645f9c2d7efa6cbedfffd3cee7d320e/mousse-au-carambar.jpeg	not_given	Step 1 :Separate the benches from the egg yolks, melt the carambar to the pan, and add the milk and then the butter into pieces.2nd step :Remove from the heat add the egg yolks.Step 3:Mount the egg whites with the pinch of salt.Gently incorporate the egg whites into a mixture of butter and carambar and put them in the ramekins.Step 4:Put them for 2 hours in the freezer to have a foam, or longer by checking with a knife that the edges the foam is a little crystallized to have a soft heart and all cold and almost like a ice.	5
333	Mousse à la fraise tagada	750g.com	https://www.750g.com/mousse-a-la-fraise-tagada-r48161.htm	20	4 servings	https://static.750g.com/images/600-600/c43175cb55f4de388813667308b79f12/mousse-a-la-fraise-tagada.jpg	not_given	Step 1 :Melt Tagada strawberries in the cream over low heat.Once the mixture is homogeneous, let it cool and put it in the refrigerator for 3-4 hours.2nd step :Once the waiting time is finished, beat the tagada strawberry cream with an electric whisk to raise the whipped cream.Make the 2 eggs up in snow and incorporate them into the cream/tagada mixture.Refit for 20-30 minutes before tasting.	3
334	Mousse au fromage blanc et lemon curd	750g.com	https://www.750g.com/mousse-au-fromage-blanc-et-lemon-curd-r96828.htm	30	4 servings	https://static.750g.com/images/600-600/b6e5078732b683eb9be7a4e0cededa66/mousse-au-fromage-blanc-et-lemon-curd.jpg	not_given	Step 1 :Heat the lemon juice, add the cornstarch and sugar.Let thicken, add the egg yolk and let stand. 2nd step :Whisk the egg white, add the icing sugar.Add the cottage cheese gently.Step 3:In your verrines start by having the blanc cheese mousse, a layer of lemon curd and finish with white cheese mousse.Keep cool.When serving, have fresh blueberries.	8
335	Mousse au fromage blanc éxotique	750g.com	https://www.750g.com/mousse-au-fromage-blanc-exotique-r35892.htm	60.0	5 servings	https://static.750g.com/images/600-600/8d3508f2b23df463f54539a40c45920c/mousse-au-fromage-blanc-exotique.png	not_given	Step 1 :Dip the gelatin for 10 minutes in cold water. Cut the pineapple in small dice and set aside in 1/4 for the coulis. Do the same with mango. In a skillet brown the pineapple and mango with honey for 10 minutes. Let cool. Heat the coconut milk with the sugar. Remove from the heat, pour the wrung gelatin and stir. Mount the egg whites. Mix the cottage cheese with the coconut milk, then incorporate the whites gently. 2nd step :Place the pineapple and mango diced in the funds or pots, keep a little for decoration, then fill with foam. Place at least 1 hour in the fridge. Keep the rest of the fruits in the refrigerator. Mix the quarters of fruit reserved for the blender, add the sugar syrup and go to the Chinese to extract the fibers. Also reserve in the fridge. During the service, spread over the foam, the rest of the diced fruit and then pour a little coulis. Decorate with a mint sheet.	10
336	Mousse de fromage blanc et cerises poêlées	750g.com	https://www.750g.com/mousse-de-fromage-blanc-et-cerises-poelees-r200705.htm	18	4 servings	https://static.750g.com/images/600-600/787c8fa6217bed73333fe4770eccea00/mousse-from-blanc-cerises-img-9316.jpg	not_given	Step 1 :Pour the blanc cheese into a large bowl. Beat the very cold liquid cream with the cane sugar syrup, until it is frothy. Incorporate it into white cheese using a maryse. Reserve cool for 2 hours.2nd step :Wash the cherries and then pit them. Cut them in half, put them in a bowl with the sugar then let stand at room temperature while the foam rests in the fridge. Just before serving, heat the butter in a pan.When it is sparkling, add the cherries and their juice and brown them for 3 minutes. Divide the foam in bowls, add the cherries and serve.	6
337	Panettone & fraîcheur de fruits	750g.com	https://www.750g.com/panettone-and-fraicheur-de-fruits-r201986.htm	20	4 servings	https://static.750g.com/images/600-600/6769bb65df1b0407c18dbc99014c3c5d/panettone-fraicheur-de-fruit.jpg	not_given	Step 1 :Prepare your fruit salad by cutting the fruits into small cubes.Add the cane sugar syrup, lime zest and mix to coat the fruit.2nd step :Leave to macerate for 30 minutes in the refrigerator.Step 3:Incorporate the white cheese sugar with a whisk with the vanilla pod.Gently add the whipped cream.Step 4:Cut the hat and gently dig the panettone.Add a little fruit coulis to the bottom of the panettone to soak them.Step 5:Garnish ¾ with the white cheese foam and place the fruit salad on it.Add a little chopped mint.Step 6:Enjoy immediately!	13
338	Mousse de fromage blanc à la framboise	750g.com	https://www.750g.com/mousse-de-fromage-blanc-a-la-framboise-r205059.htm	105.0	8 servings	https://static.750g.com/images/600-600/084035c2581f9318102f6f49015c14ba/mousse-de-fromage-blanc-a-la-framboise.jpg	not_given	Step 1: White cheese foamSeparate the whites from the yolks your eggs. In a first bowl, whiten the yolks with the sugar using an electric whisk before incorporating the blanc cheese and the lemon zest with a maryse. In another bowl, mount the egg whites with a hint of salt until they are perfectly fixed. Still at the Maryse, incorporate the egg whites into three times to the initial preparation, taking care to note the mixture very delicately before reserving in the refrigerator. Step 2: the raspberry coulisIn a plate of cold water, soften the gelatin leaves. Pour the water and sugar into a saucepan and put on high heat until a syrup is obtained. Add the raspberries, stir with a wooden spoon and leave to stew over low heat for about 10 to 15 minutes. Pass the Chinese or sieve coulis to eliminate raspberry grains and incorporate the gelatin that you will have wrung in your hands. Mix well and set aside at room temperature. Step 3: assembly and cookingPreheat your oven to 180 ° C _Th. 6_. With a circle or a pastry rectangle with high previously buttered edges, go perfect your shortcrust pastry and plaster the edges. Pour the white cheese preparation halfway up and let freeze in the freezer for ten minutes. Then pour your coulis and put back to the freezer always for 10 minutes. Finish with the remaining foam and tap to flatten the surface well. Sprinkle with icing sugar using a sieve and bake for 30 to 45 minutes _the surface should be golden_. Get out of the oven and let cool before letting the freezer take at least 1h to 1:30. Before serving, take it out of the freezer 30 minutes before serving.	10
339	Miroir à l_ananas	750g.com	https://www.750g.com/miroir-a-lananas-r36080.htm	75.0	10 servings	https://static.750g.com/images/600-600/cb6addd98458812a158b12158689cd9a/miroir-a-l-ananas.png	not_given	Step 1 :In a bowl, put the egg yolks and sugar and mix with the electric mixer until the mixture whitens. Add the sifted flour and mix again. Then add the pineapple juice mix with a whisk and put on the heat to cook this cream. At the time of a small boiling cook for another 2 minutes while stirring with a whisk. Put back in a bowl and let cool well by mixing from time to time. Batch the fresh cream in whipped cream not too firm and reserve it. 2nd step :Soak the gelatin for 10 minutes in cold water. Melt the gelatin for a few seconds in the microwave and add it to the pineapple cream, then incorporate the chnatilly delicately. Mounting: at the bottom of a +-20 cm diameter pan Mett slices of cake cake , then cover with a layer of pineapple foam, then diced pineapple and cover with the rest of the foam. _Try to leave a small edge of +- 5 mm to pour the coulis in Passoa_. Place in the fridge for at least 4 hours or better still in the freezer. Step 3:Prepare the coulis: in a saucepan heat the Passoa and the rest of the pineapple juice. Add the gelatin to melt it _which has previously been soaked in cold water!_ Then a few drops of yellow dye. Cool well and then pour it on your foam. Reserve cool to make it take.	13
340	Marbré de mousse chocolat/ananas	750g.com	https://www.750g.com/marbre-de-mousse-chocolat-ananas-r57520.htm	35	6 servings	https://static.750g.com/images/600-600/f9cffb7a1c903e2a62bc69d4ef0abc49/marbre-de-mousse-chocolatananas.png	not_given	Step 1 :Mix the pineapple. Cook the pineapple, with the crème fraîche, with 1 to 2 spoons of sugar. Put the pan in the fridge.2nd step :Break the eggs in 2 different bowls.Add to egg yolks, powdered chocolate, melted butter, icing sugar and water.Mix. Move the egg whites, add them.Put the preparation in the fridge, 30 min.Step 3:Make the verrines and put back to the fridge!	9
341	Verrines au granité d_ananas	750g.com	https://www.750g.com/verrines-au-granite-dananas-r85815.htm	10	4 servings	https://static.750g.com/images/600-600/74cd53ce2bc46966f11c83658fa57857/verrines-au-granite-dananas.jpeg	not_given	Step 1 :Drain the pineapple pieces.Put them in the robot bowl, mix them in order to obtain a very frothy texture.2nd step :Spread the pineapple puree 3 cm thick or more in a large dish supporting the cold.Place in the freezer and let take at least 30 min.Step 3:Take out the dish.Using a fork, scraping the ice glitter that starts to form on the edges to bring them back to the center of the dish.Put the dish in the freezer and renew this operation twice.Step 4:Fill 4 cuts or flutes.Put 2 hours in the freezer.When serving, sprinkle with kirsch then decorate with whipped cream and mint leaves.Taste immediately.	5
342	Verrine ananas et petit cake citron	750g.com	https://www.750g.com/verrine-ananas-et-petit-cake-citron-r75581.htm	20	4 servings	https://static.750g.com/images/600-600/4d581f6770c2e3e311971fef1f7f7b58/verrine-ananas-et-petit-cake-citron.jpeg	not_given	Step 1 :Blanch the egg with the sugar and add the zest of the two lemons.2nd step :Add the flour, a pinch of salt the baking powder, then the cream cheese and the melted butter.Step 3:Fill with this preparation small cake molds _preferably silicone_, then bake for 8 to 10 min about 180 ° C in a preheated oven.Step 4:Prepare the syrup.Mix the water and sugar in a saucepan and boil it.Add the lemons juice then remove from the heat and let cool.Step 5:Soak the cakes in the syrup.Step 6:Meanwhile, cut into strips the pineapple.Step 7:Arrange pineapple strips and small cakes at your convenience in the verrines.Step 8:Add a base of syrup.Step 9:Decorate with pineapple leaves.	11
343	Gâteau à l_ananas tout simple	750g.com	https://www.750g.com/gateau-a-lananas-r1030.htm	35	4 servings	https://static.750g.com/images/600-600/6b9b663ab9a4797e87271119b6375346/gettyimages-86057053.jpg	not_given	Step 1 :Mix all the ingredients with an electric whisk in the above order.Pour into a buttered mold, place the pineapple slices on it.Cook for about 25 minutes at thermostat 7 _200 ° C_.2nd step :Unmold hot and serve once cooled.	6
344	Ananas au romarin à la plancha	750g.com	https://www.750g.com/ananas-au-romarin-a-la-plancha-r99562.htm	16	4 servings	https://static.750g.com/images/600-600/2cbea39fe036f5f4c4db3c844e778919/ananas-au-romarin-a-la-plancha.jpg	not_given	Step 1 :Discover the pineapple by removing your eyes well.2nd step :Cut it into thick slices by removing the heart because it is hard.Step 3:Cut the slices into cubes from 2 to 3 cm.Step 4:On each rosemary rod, remove 3/4 of rosemary leaves to form skewer spikes.Step 5:Prick each diced pineapple than rosemary spikes.Brush them with a drizzle of olive oil, using a brush.Step 6:Preheat your plancha, and once hot, place the pineapple skewers with rosemary. Cook for 2 to 3 minutes on each side.Step 7:Enjoy with a scoop of vanilla ice cream.	3
345	Tarte vanillée à l_ananas et poudre d_amandes	750g.com	https://www.750g.com/tarte-a-lananas-r89973.htm	75.0	6 servings	https://static.750g.com/images/600-600/8875737b837953baea099aa657c8e012/tarte-a-l-ananas.jpg	not_given	Step 1 :Preheat the oven to 180 ° C. Create the pineapple slice and cut them into pieces.In a pan, bring the juice and pineapple pieces to a boil, the split and scraped vanilla pod and 200g of sugar.Leave to confit in small broths for 5 min.Let cool.2nd step :In a non -stick saucepan, heat the rest of the sugar over high heat.As soon as it becomes golden, turn off the fire and line the walls of the mold with this caramel.Step 3:In a bowl, mix the eggs with almond powder and flour.Gently incorporate the pineapple preparation.Pour into the mold and bake in a marie bain for 55 min.Let it cool down before unmolding.Serve warm or at room temperature.	6
346	Ananas meringué	750g.com	https://www.750g.com/ananas-meringue-r91709.htm	10	4 servings	https://static.750g.com/images/600-600/f87dfe423b34eacdac3af3a35450f242/ananas-meringue.jpg	not_given	Step 1 :Preheat the oven to 240 ° C.Cut the pineapple in half in the height, keeping the sheet of leaves.Using a small knife, hide the 2 pineapple shells, being careful not to pierce the skin.2nd step :Cut the flesh into small dice and mix them with the brown sugar and the grapes.Put everything back into the pineapple shells.Step 3:Whisk the whites until stiff with the sugar then gently incorporate the coconut into the maryse. Cover the pineapple with a beautiful layer of meringue and bake for a few moments until the meringue is colored.Serve immediately.	7
347	Moelleux ananas cœur citron	750g.com	https://www.750g.com/moelleux-ananas-coeur-citron-r101008.htm	42	6 servings	https://static.750g.com/images/600-600/a3cb5e7dd10bf522f9ec53ebe2ac7012/moelleux-ananas-coeur-citron.jpg	not_given	Step 1 :Lemon cream: whisk the yellow with the sugar.Add the Maizena, lemon juice and water.Mix well.2nd step :Pour this mixture into a saucepan.Heat gently for 10 min until it becomes creamy and thickens.Pour this preparation into mini round molds.Reserve in the freezer 45min.Step 3:Preheat the oven to 210 ° C.Melt the butter.Mix the pineapple.In a bowl, beat the whole eggs with the yolks.Add the icing sugar then the flour.Mix well.Add the melted butter and pineapple puree.Divide your preparation at 2/3 of your molds.Place a teaspoon of lemon cream and cover with dough.Bake about 10/12min.Leave to get tiédir and unmold!Enjoy!	11
348	Gâteau caramelisé à l_ananas de JECY	750g.com	https://www.750g.com/gateau-caramelise-a-lananas-de-jecy-r85042.htm	70.0	6 servings	https://static.750g.com/images/600-600/c4231451c562ba54508669b6d3b45411/gateau-caramelise-a-l-ananas-de-jecy.jpeg	not_given	Step 1 :Before mixing the ingredients sift the flour yeast and almond powder.Mix the sugar and butter in a bowl and work with a spatula to obtain a beautiful homogeneity.Beat your eggs in an omelet and add them to the preparation.Add the flour yeast and almond powder.Preheat your oven to 180 degrees thermostat 6. Step 2: Prepare the caramelfrement the sugar Add the water and lemon.Pour the caramel in a mold, brush the walls place the pineapple rings on the caramel and then pour the preparation.Put in the oven for 30 minutes or less depending on your oven.Take out the cake let it cool and add the coconut on top.Taste cold.	9
349	Gâteau à l_ananas parfumé à la muscade et amande amère	750g.com	https://www.750g.com/gateau-a-lananas-r8905.htm	40	6 servings	https://static.750g.com/images/600-600/40af9b413464c5fb0ac49f2251bfdaf8/gateau-a-l-ananas.jpg	not_given	Step 1 :Put the softened butter in a salad bowl and mix it until it becomes creamy, then add the sugar and make blanch.Add the eggs 1 by 1 then the flour, the cornstarch, and the yeast and mix.2nd step :Perfume the dough with 2 drops of bitter almonds, vanilla sugar, vanilla, lemon zest, as well as nutmeg.Step 3:Once finished, prepare the caramel, then pour it into a mold and put the drained pineapple slices.Then pour the dough into the mold.Step 4:Bake for about 25 minutes depending on the type of oven, at 180 ° C.	13
350	Gâteau ananas	750g.com	https://www.750g.com/gateau-ananas-r79724.htm	60.0	4 servings	https://static.750g.com/images/600-600/c451fd3ef748cf65a22fba2334a7e675/gateauananas.jpg	not_given	Step 1 :Mix the flour in a bowl the sugar and the eggs.2nd step :Melt the butter and incorporate it into the mixture.Add the yeast and mix well 3:Make the caramel, to mix the sugar pieces with a little water in a saucepan.Heat until you get a caramel color.Step 4:Pour the hot caramel to the bottom of a pie pan or with high edges, then place the pineapple rings on top _even if the caramel does not cover the whole bottom of the mold_.Step 5:Pour the preparation on the whole then put in a preheated oven, at 210 ° for 45 minutes.	7
351	Gâteau renversé à l_ananas caramélisé	750g.com	https://www.750g.com/gateau-a-lananas-r45465.htm	50	6 servings	https://static.750g.com/images/600-600/0033b69777ea0de996c1e49c84972bce/gateau-a-l-ananas.png	not_given	Step 1 :In a bowl, incorporate the 2 eggs + sugar + well -mixed yogurt + add the flour and the yeast.And in the end insert the oil.2nd step :Once the mixture is ready, leave it aside. Bear the mold.Make a caramel that you place in the bottom of the mold. Then add the pineapple rings. Add the dough and put it in the oven for 35 to 40 min.Step 3:When the cake is cooked _plant a knife in the middle, if it comes out dry, it is it is cooked_. Take it, turn it back. Add the juice _which remains of the box_ with a little rum.	7
352	Gâteau au yaourt à l_ananas et au caramel	750g.com	https://www.750g.com/gateau-au-yaourt-a-lananas-et-au-caramel-r68081.htm	55	6 servings	https://static.750g.com/images/600-600/03efaafc3dde4fc1d539e6174d829e19/gateau-au-yaourt-a-l-ananas-et-au-caramel.png	not_given	Step 1 :Mix everything, finish with the eggs.2nd step :Make a caramel, put 125g of sugar and 10 cl of water in a saucepan let boil, when your caramel is colored out of the heat in brushing the bottom of a step 3 mold:Place the pineapple slices on the caramel and pour the dough.Bake everything for about 30 min at 180 ° C.Check the cooking using a step 4 knife:It_s ready to let the cake cool before unmolding.	9
353	Gâteau à l_ananas et poudre d_amandes	750g.com	https://www.750g.com/gateau-a-lananas-et-poudre-damandes-r17878.htm	40	6 servings	https://static.750g.com/images/600-600/014baa910bfba93acd7423adb2f472d5/gateau-a-l-ananas-et-poudre-d-amandes.jpg	not_given	Step 1 :Mix the softened butter and the sugar well.Add the eggs one by one and then the flour and yeast and almond powder.Make a caramel, or naper of caramel the bottom of the mold.2nd step :Place the dressed pineapple slices on the caramel.Pour the dough over it.Step 3:Cook at 180 ° C. Once the cooking is finished, water the cake with the juice of the pineapple box.	7
354	Gâteau d_anniversaire ananas coco	750g.com	https://www.750g.com/gateau-danniversaire-ananas-coco-r94221.htm	35	6 servings	https://static.750g.com/images/600-600/372e2808efb1394b4e5d5788a8db694a/gateau-d-anniversaire-ananas-coco.jpg	not_given	"Step 1 :Butter and flour your missing mold, place a sheet of parchment paper at the bottom. 2nd step :In a bowl, whiten the eggs and sugar, add the flour, melted butter and coconut powder. Step 3:Cook between 10 and 15 min in your oven, and let cool. !! Remember to take it off before starting the rest. !! Step 4:Mix the pineapple with 4 tablespoons of their juice. Soak 5 gelatin sheets in cold water _about 2 min_. Step 5:Mount the whipping cream in whipped cream, then keep cool. Step 6:Take 30 cl of mixed pineapple and boil, add the drained gelatin sheets, and let them dissolve well, stirring with a wooden spoon. Step 7:Wait 2/3 min and gently incorporate the ""whipped cream"". Step 8:Pour this preparation on the coconut cake, in the missing mold, and leave in the refrigerator overnight. Step 9:The next morning: dip the last gelatin sheet in cold water, boil the pineapple syrup, add the drained gelatin sheet. Step 10:Wait a few seconds and pour this mixture over your Bavarian, to give it a ""mirror"" appearance. Reserve cool for 2-3 hours, unmold very gently and serve very fresh!"	9
355	Cheesecake ananas	750g.com	https://www.750g.com/cheesecake-ananas-r87701.htm	90.0	4 servings	https://static.750g.com/images/600-600/ae7e5b702b28bb1c0df565312e131d0d/cheesecake-ananas.jpeg	not_given	Step 1 :Preheat the oven to 175 ° C. 2nd step :Reduce powdered cookies. Step 3:Melt the butter then add it to the cookie powder. Mix with a spatula to obtain a paste. Take it at the bottom of the mold. Look and cook for 10 minutes. Let cool out of the oven. In a large bowl, prepare the cream, whisking the fresh cheese and the small-Swiss helps an electric mixer. Add the powdered sugar, cornstarch and vanilla sugar. Step 4:Whisk and incorporate the eggs one by one. Step 5:Add the crème fraîche, mix and smooth the preparation. Melt the white chocolate in a double boiler, then pour it into the cheese cream. Mix. Cut the pineapple in very small pieces, pass them for 5 min in the pan before adding them to the preparation. Step 6:Pour this preparation into the cooled mold and bake for 40 minutes. From the term of these 40 minutes, turn off the oven and leave the cheescake for another 30 minutes. Next then for a few hours in the refrigerator.	11
